,name,longitude,region_id,legacy_id,capacity,latitude,short_name
517,McLean Metro,-77.20812678337097,104,550,19,38.92400207520182,32230
518,Trinidad Rec Center,-76.983221,42,551,19,38.906299,31525
519,Rosedale Rec Center,-76.979634,42,552,19,38.897808,31658
520,11th & C St SE,-76.991476,42,553,19,38.885908,31659
521,New Hampshire & Gallatin St NW,-77.012808,42,554,19,38.951596,31418
522,United Medical Center,-76.983144,42,555,19,38.835737,31823
523,18th & New Hampshire Ave NW,-77.041829,42,556,19,38.911268,31324
524,Dunn Loring Metro,-77.2283,104,560,19,38.8828,32231
525,Oglethorpe St & 42nd Ave,-76.946361,133,561,15,38.959361,32408
526,Southern Ave Metro,-76.9753,133,562,15,38.840107,32409
527,Queens Chapel & Hamilton St,-76.9595,133,563,15,38.9546,32410
528,Northwestern High School,-76.952199,133,564,15,38.975505,32411
529,New Hampshire Ave & East-West Hwy,-76.995227,133,565,15,38.974205,32412
530,Rhode Island Ave & 39th St / Brentwood Arts Exchange,-76.955047,133,566,15,38.939271,32413
531,Riggs Rd & East West Hwy,-76.9807,133,567,17,38.9725,32414
532,Tanger Outlets,-77.0026,133,568,15,38.7968,32415
533,Chillum Rd & Riggs Rd / Riggs Plaza,-76.995922,133,569,15,38.961737,32416
534,Hyattsville Library / Adelphi Rd & Toledo Rd,-76.9493,133,570,15,38.9698,32417
535,Meridian High School / Haycock Rd & Leesburg Pike,-77.19268798828125,152,571,12,38.89641882214797,32600
536,State Theatre / Park Pl & N Washington St,-77.170032,152,572,12,38.882746,32601
537,N Oak St & W Broad St,-77.179832,152,573,12,38.88837,32602
538,Pennsylvania Ave & Park Ave,-77.176992,152,574,12,38.887403,32603
539,E Fairfax St & S Washington St,-77.171891,152,575,12,38.880612,32604
540,N Roosevelt St & Roosevelt Blvd,-77.153953,152,576,12,38.878085,32606
541,W Broad St & Little Falls St,-77.173438,152,577,12,38.883601,32605
542,S Maple Ave & S Washington St,-77.178408,152,578,12,38.87972,32607
543,Falls Church City Hall / Park Ave & Little Falls St,-77.173605,152,579,12,38.885434,32608
544,W Columbia St & N Washington St,-77.166917,152,580,12,38.885621,32609
545,West Falls Church Metro,-77.1887,104,581,19,38.9001,32232
546,Jones Branch Drive & Scotts Crossing Rd,-77.215624,104,582,11,38.928502,32233
547,Georgia Ave & Morton St NW,-77.0235,42,583,19,38.932128,31419
548,Merrilee Dr & Lauren Elizabeth Lane,-77.230681,104,584,11,38.879355,32234
549,Merrifield Cinema & Merrifield Town Center,-77.22997,104,585,11,38.870093,32235
550,Rhode Island & Montana Ave NE,-76.9859,42,586,19,38.9243,31526
551,7th & S St NW,-77.0221745967865,42,587,19,38.9142043187298,31130
552,North Capitol & R St NE,-77.008798,42,588,15,38.912524,31527
553,17th & Upshur St NW,-77.038684,42,589,19,38.942146,31420
554,Grant Circle,-77.01822102069855,42,590,19,38.942024743273045,31421
555,14th & Otis Pl NW,-77.032687,42,591,27,38.934405,31131
556,John McCormack Rd NE,-76.997226,42,592,19,38.938889,31528
557,West Hyattsville Metro,-76.968084,133,593,17,38.955349,32418
558,Capitol Heights Metro,-76.913188,133,594,19,38.888524,32419
559,Prince George's Plaza Metro,-76.954803,133,595,17,38.965742,32420
560,Riverdale Park Town Center,-76.935578,133,596,17,38.962119,32421
561,The Mall at Prince Georges,-76.954171,133,597,17,38.968842,32422
562,Wheaton Library & Community Rec Center,-77.0510969,44,598,11,39.0473228,32084
563,Edgewood Rec Center,-77.002098,42,599,15,38.924144,31529
564,8th & K St NE,-76.99514991079923,42,601,15,38.90273216425078,31660
565,Kingman Island/The Fields at RFK,-76.9678448436025,42,602,19,38.89595455700754,31716
566,Kenilworth Terrace & Hayes St. NE,-76.9472873210907,42,603,19,38.90046848783359,31717
567,National Harbor Carousel,-77.0167,133,604,15,38.7859,32423
568,Valley Ave & Wheeler Rd SE,-76.99358886515256,42,605,19,38.83664578175751,31824
569,Ridge Rd Community Center,-76.94098126958124,42,606,19,38.876227445751475,31718
570,Fort Stanton Rec Center,-76.97768801437633,42,607,19,38.85736903758752,31825
571,Reservoir Rd & 38th St NW,-77.07432264076488,42,608,19,38.91261359469192,31325
572,22nd & H St NW,-77.04885238395946,42,609,17,38.89892546716842,31127
573,8th & H St NE,-76.99489653110504,42,610,19,38.899941626884754,31661
574,Hardy Rec Center,-77.08564639091492,42,611,17,38.90970086204467,31326
575,The Shoppes @ Burnt Mills,-77.0041217,44,612,19,39.0313141,32085
576,Briggs Chaney & Castle Dr,-76.945495,44,613,19,39.081638,32086
577,White Oak Rec Center,-76.9757228,44,614,15,39.0461435,32087
578,Briggs Chaney Park & Ride,-76.9418666,44,615,23,39.0778751,32088
579,Stewart & April,-76.9811552,44,616,19,39.0449444,32090
580,Stewart Ln & Old Columbia Pike,-76.9854381,44,617,19,39.0456521,32091
581,New Hampshire & Lockwood,-76.9918237,44,618,19,39.0391022,32089
582,Castle Blvd & Castle Ln,-76.940547,44,619,19,39.085314,32092
583,Oak Leaf & Lockwood,-76.9945391,44,620,19,39.0379809,32094
584,White Oak Transit Center,-76.987125,44,621,19,39.04104,32093
585,Wilson Blvd. & N. Vermont St.,-77.11456328630447,41,622,12,38.87947660895433,31926
586,Oklahoma Ave & Benning Rd NE,-76.9695094,42,623,19,38.8974996,31719
587,Minnesota Ave & R St SE,-76.978519,42,624,19,38.8693365,31826
588,Vy Reston Heights,-77.355299,104,625,11,38.949008,32236
589,1st & K St NE,-77.005649,42,626,17,38.902386,31662
590,Wheeler Ave & S. Floyd St.,-77.100796,40,628,12,38.808161,31927
591,N. Beauregard St. & Berkley St.,-77.108938,40,629,19,38.840797,31928
592,Mt Vernon Trail & S. Washington St.,-77.049436,40,630,15,38.7930647,31929
593,Eisenhower Ave & Ike Dr,-77.0824626,40,632,15,38.802738,31930
594,Capitol Ave & Kendall St NE,-76.985854,42,633,19,38.910993,31530
595,14th & D St SE,-76.9863852,42,634,19,38.8840581,31663
596,Half & Water St SW,-77.010551,42,636,15,38.866277,31664
597,14th & Q St NW,-77.03188,42,637,19,38.910674,31327
598,13th & U St NW,-77.0296311378479,42,638,19,38.91693645323652,31132
599,Stadium Armory Metro,-76.97718724608421,42,639,19,38.88548252734069,31665
600,Broad Branch Rd & Northampton St NW,-77.06862643361092,42,640,19,38.96577499342219,31422
601,N Pitt St & Montgomery St,-77.04281687736511,40,641,15,38.81403111409755,31931
602,Van Dorn Metro,-77.1299434,40,642,19,38.8000766,31932
603,Duke St & Strand (Robinson Terminal),-77.040293,40,643,11,38.801947,31933
604,21st St & G st NW,-77.04691261053085,42,645,19,38.89830173667249,31328
605,4th St & G St SW,-77.017658,42,646,19,38.881123,31666
606,Kansas Ave & Longfellow St NW,-77.013821,42,647,19,38.958098,31423
607,National Airport,-77.045916,41,648,19,38.852903,31935
608,Fern St & Army Navy Dr,-77.056873,41,649,15,38.864838,31936
609,Arlington Blvd & Ft Myer Dr,-77.074893,41,650,15,38.890863,31937
610,23rd St S & Hayes St,-77.059496,41,651,15,38.853002,31938
611,Wilson Blvd & N Oak St,-77.07386,41,652,17,38.895068,31939
612,Arlington Blvd & Fairfax Dr,-77.08426237106323,41,653,16,38.88625606692058,31940
613,2nd & V St SW / James Creek Marina,-77.013814,42,654,19,38.863743,31667
614,1st St & Potomac Ave SE,-77.00591,42,655,19,38.871841,31668
615,20th & Columbia Rd NW,-77.045487,42,656,19,38.918036,31133
616,3rd & M st SE,-77.002161,42,657,23,38.876823,31669
617,53rd & D St SE/C.W. Harris Elementary,-76.925315,42,659,19,38.883318,31671
618,N Hampton Dr & Ford Ave,-77.106111,40,662,11,38.837306,31941
619,Whiting & Lane Dr,-77.135788,40,663,15,38.809709,31942
620,N Howard St & Taney Ave,-77.110014,40,664,15,38.815842,31943
621,Anacostia Roller Skating Pavillion,-76.97093,42,665,19,38.878771,31720
622,S Clark St & 33rd St,-77.051956,41,667,11,38.845028,31944
623,Columbia Pike & S Greenbrier St,-77.118106,41,668,15,38.854019,31945
624,Kenmore Ave & Seminary Rd,-77.110588,40,669,11,38.828887,31946
625,Rosslyn Metro / Wilson Blvd & N Moore St,-77.07145214080809,41,670,21,38.896086906318665,31947
626,W&OD Trail & Langston Blvd,-77.16212,41,671,15,38.88715,31948
627,Roosevelt Center & Crescent Rd,-76.878005,133,672,15,39.00031,32424
628,Crescent Rd & Ridge Rd,-76.891247,133,673,15,39.006191,32425
629,Greenbelt Station Parkway,-76.916243,133,674,11,39.002459,32426
630,Baron Cameron Ave & North Hampton Ave,-77.359341,104,675,12,38.966344,32237
631,Ridge Heights Rd & Seahawks Dr,-77.337775,104,676,12,38.936061,32238
632,Becontree Ln & Goldenrain Ct,-77.329282,104,677,12,38.966848,32239
633,Ring Rd & North Shore Dr,-77.326761,104,678,12,38.970807,32240
634,Reston Pkwy & Bennington Woods Rd,-77.351837,104,679,12,38.973625,32241
635,Inlet Ct & Wiehle Dr,-77.334359,104,680,12,38.965979,32242
636,Fairway Dr & Hook Rd,-77.342546,104,681,12,38.963314,32243
637,Vantage Hill Rd & Wainwright Dr,-77.348487,104,682,12,38.9667,32244
638,Links Dr & Wedge Dr,-77.339295,104,684,12,38.959025,32245
639,Golf Course Sq and Golf Course Dr,-77.353552,104,685,12,38.944013,32246
640,South Lakes Dr and Reston Pkwy,-77.362304,104,686,12,38.94335,32247
641,Olde Crafts Dr and Cartwright Pl,-77.354067,104,687,12,38.938797,32248
642,Green Range Dr and Glade Dr,-77.36786842346191,104,688,12,38.93714618600706,32249
643,South Gate Community Center,-77.366499,104,689,12,38.941496,32250
644,Lake Newport Rd and Autumn Ridge Cir,-77.35345423221588,104,690,12,38.97850255151454,32251
645,Ridge Heights and Owl Cove Ln,-77.331653,104,691,12,38.933923,32252
646,Soapstone Dr Convenience Center,-77.345874,104,692,12,38.93051,32253
647,Columbia Pike & S Scott St/12th St S,-77.077201,41,693,11,38.863556,31949
648,St. Elizabeths West Campus/DHS ,-77.005174,42,694,19,38.853124,31827
649,Long Bridge Aquatic Center,-77.04409494996071,41,695,12,38.87056104566178,31950
650,8th Rd & S Frederick St,-77.116339,41,696,12,38.857049,31951
651,MBT & Bryant St NE,-76.9960230588913,42,697,19,38.92240364115446,31531
652,N Howard St & N Imboden St,-77.105564,40,698,15,38.818509,31952
653,Hartland Rd & Harte Pl,-77.222808,104,701,11,38.878601,32255
654,North Village and Park Garden,-77.341823,104,702,12,38.983199,32256
655,8th & V St NW,-77.022684,42,704,19,38.917716,31134
656,17th & P St NW,-77.038566,42,705,19,38.909858,31330
657,Arizona Ave & MacArthur Blvd NW,-77.103662,42,706,19,38.927294,31331
658,11th & V st NW,-77.027171,42,707,19,38.918199,31332
659,4th & Florida Ave NE,-77.00069814920425,42,708,19,38.90731645057457,31532
660,S Pickett St & Shillings St,-77.132334,40,709,15,38.804486,31953
661,S Jordan St & Venable St,-77.109975,40,710,15,38.811361,31954
662,King St & Peyton St,-77.055911,40,711,16,38.806002,31955
663,10th & H St NE,-76.992725,42,712,19,38.899984,31672
664,Reed and Edison,-77.060899,40,713,11,38.83728,31956
665,King St & Kenwood Ave,-77.085066,40,715,16,38.824793,31957
666,S Washington St & Wilkes St,-77.048043,40,716,12,38.800703,31958
667,Main Line Blvd & E Glebe,-77.049772,40,717,19,38.832431,31959
668,Commonwealth and Reed,-77.05727398395538,40,718,16,38.8368376462948,31960
669,Fillmore & Bisdorf,-77.116206,40,719,11,38.83863,31961
670,King St & W Braddock Rd,-77.088985,40,720,15,38.827674,31962
671,Holmes Run Pkwy & N Pickett St,-77.11893,40,721,15,38.814305,31963
672,Virginia Theological Seminary,-77.093879,,722,11,38.820152,31964
673,Duke St & Jordan St,-77.10994,40,724,16,38.812187,31966
674,S Reynolds St & Edsall Rd,-77.128908,40,725,15,38.809607,31967
675,King St & N Pitt St,-77.04467564821243,40,726,15,38.8048011316311,31968
676,Braddock Rd Metro South,-77.053734,40,727,19,38.813474,31969
677,16th & Harvard St NW,-77.03665,42,728,19,38.926102,31135
